RNAInterID	Interactor1.Symbol	Category1	Species1	Interactor2.Symbol	Category2	Species2	Raw_ID1	Raw_ID2	score	strong	weak	predict
RC00007956	hsa-miR-103a-2-5p	miRNA	Homo sapiens	Paclitaxel	compound	N/A	miRBase:MIMAT0009196	CID:36314	0.3054	qRT-PCR	N/A	N/A
RC00001153	hsa-miR-103a-3p	miRNA	Homo sapiens	5-Fluorouracil	compound	N/A	miRBase:MIMAT0000101	CID:3385	0.4236	qRT-PCR//MTT assay	Microarray	N/A
RC00001168	hsa-miR-103a-3p	miRNA	Homo sapiens	5-aza-2'-deoxycytidine (5-Aza-CdR) + trichostatin A(TSA)	compound	N/A	miRBase:MIMAT0000101	N/A	0.2384	N/A	Microarray	N/A
RC00001156	hsa-miR-103a-3p	miRNA	Homo sapiens	Camptothecin	compound	N/A	miRBase:MIMAT0000101	CID:24360	0.2418	qRT-PCR	N/A	N/A
RC00001152	hsa-miR-103a-3p	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0000101	CID:2767	0.3699	qRT-PCR	N/A	N/A
RC00001161	hsa-miR-103a-3p	miRNA	Homo sapiens	Curcumin	compound	N/A	miRBase:MIMAT0000101	CID:969516	0.2534	N/A	Microarray	N/A
RC00001160	hsa-miR-103a-3p	miRNA	Homo sapiens	Decitabine	compound	N/A	miRBase:MIMAT0000101	CID:451668	0.2384	N/A	Microarray	N/A
RC00001157	hsa-miR-103a-3p	miRNA	Homo sapiens	Doxorubicin	compound	N/A	miRBase:MIMAT0000101	CID:31703	0.4251	qRT-PCR//Western blot//MTT assay//Luciferase reporter assay	Microarray	N/A
RC00001164	hsa-miR-103a-3p	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0000101	CID:5310940	0.4114	Western blot//qPCR	Microarray	N/A
RC00001155	hsa-miR-103a-3p	miRNA	Homo sapiens	Estradiol	compound	N/A	miRBase:MIMAT0000101	CID:5757	0.2476	N/A	Microarray	N/A
RC00001158	hsa-miR-103a-3p	miRNA	Homo sapiens	Etoposide	compound	N/A	miRBase:MIMAT0000101	CID:36462	0.2418	qRT-PCR	N/A	N/A
RC00001151	hsa-miR-103a-3p	miRNA	Homo sapiens	Formaldehyde	compound	N/A	miRBase:MIMAT0000101	CID:712	0.2237	N/A	Microarray	N/A
RC00001154	hsa-miR-103a-3p	miRNA	Homo sapiens	Imatinib	compound	N/A	miRBase:MIMAT0000101	CID:5291	0.3077	WST-1 assay//TaqMan qRT-PCR	Microarray	N/A
RC00001167	hsa-miR-103a-3p	miRNA	Homo sapiens	Leucovorin	compound	N/A	miRBase:MIMAT0000101	CID:135403648	0.2244	N/A	Microarray	N/A
RC00001169	hsa-miR-103a-3p	miRNA	Homo sapiens	Marine fungal metabolite 1386A	compound	N/A	miRBase:MIMAT0000101	N/A	0.2029	N/A	Microarray	N/A
RC00001163	hsa-miR-103a-3p	miRNA	Homo sapiens	Morphine	compound	N/A	miRBase:MIMAT0000101	CID:5288826	0.3479	N/A	Microarray	N/A
RC00001166	hsa-miR-103a-3p	miRNA	Homo sapiens	Olaparib	compound	N/A	miRBase:MIMAT0000101	CID:23725625	0.3699	qRT-PCR	N/A	N/A
RC00001165	hsa-miR-103a-3p	miRNA	Homo sapiens	Oxaliplatine	compound	N/A	miRBase:MIMAT0000101	CID:6857599	0.2244	N/A	Microarray	N/A
RC00001162	hsa-miR-103a-3p	miRNA	Homo sapiens	Tamoxifen	compound	N/A	miRBase:MIMAT0000101	CID:2733526	0.3079	qPCR	Microarray	N/A
RC00001159	hsa-miR-103a-3p	miRNA	Homo sapiens	Trichostatin A	compound	N/A	miRBase:MIMAT0000101	CID:444732	0.2384	N/A	Microarray	N/A
RC00001171	hsa-miR-105-5p	miRNA	Homo sapiens	Docetaxel	compound	N/A	miRBase:MIMAT0000102	CID:148124	0.3125	qPCR	N/A	N/A
RC00001170	hsa-miR-105-5p	miRNA	Homo sapiens	Glucose	compound	N/A	miRBase:MIMAT0000102	CID:5793	0.2159	qPCR	N/A	N/A
RC00001173	hsa-miR-105-5p	miRNA	Homo sapiens	Navitoclax	compound	N/A	miRBase:MIMAT0000102	CID:24978538	0.3073	Luciferase reporter assay	Microarray	N/A
RC00001172	hsa-miR-105-5p	miRNA	Homo sapiens	Tamoxifen	compound	N/A	miRBase:MIMAT0000102	CID:2733526	0.3079	qPCR	Microarray	N/A
RC00006842	hsa-miR-106a-3p	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0004517	CID:2767	0.22	qRT-PCR	N/A	N/A
RC00001177	hsa-miR-106a-5p	miRNA	Homo sapiens	5-Fluorouracil	compound	N/A	miRBase:MIMAT0000103	CID:3385	0.4301	qRT-PCR	Microarray	N/A
RC00001175	hsa-miR-106a-5p	miRNA	Homo sapiens	Bicalutamide	compound	N/A	miRBase:MIMAT0000103	CID:2375	0.3024	N/A	Microarray	N/A
RC00001180	hsa-miR-106a-5p	miRNA	Homo sapiens	Bisphenol A	compound	N/A	miRBase:MIMAT0000103	CID:6623	0.2484	N/A	Microarray	N/A
RC00001176	hsa-miR-106a-5p	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0000103	CID:2767	0.7475	qRT-PCR//TaqMan miRNA assay//qPCR//MTT assay//RT-PCR//Northern blot//Luciferase reporter assay	Microarray	N/A
RC00001189	hsa-miR-106a-5p	miRNA	Homo sapiens	Diethylstilbestrol	compound	N/A	miRBase:MIMAT0000103	CID:448537	0.2292	qPCR	Microarray	N/A
RC00001181	hsa-miR-106a-5p	miRNA	Homo sapiens	Doxorubicin	compound	N/A	miRBase:MIMAT0000103	CID:31703	0.6778	qRT-PCR//Western blot//qPCR//RT-PCR	Microarray	N/A
RC00001191	hsa-miR-106a-5p	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0000103	CID:5310940	0.4114	Western blot//qPCR	Microarray	N/A
RC00001183	hsa-miR-106a-5p	miRNA	Homo sapiens	Etoposide	compound	N/A	miRBase:MIMAT0000103	CID:36462	0.3057	qRT-PCR	Microarray	N/A
RC00001174	hsa-miR-106a-5p	miRNA	Homo sapiens	Formaldehyde	compound	N/A	miRBase:MIMAT0000103	CID:712	0.2237	N/A	Microarray	N/A
RC00001187	hsa-miR-106a-5p	miRNA	Homo sapiens	Gefitinib	compound	N/A	miRBase:MIMAT0000103	CID:123631	0.3671	qPCR//MTT assay	N/A	N/A
RC00001184	hsa-miR-106a-5p	miRNA	Homo sapiens	Gemcitabine	compound	N/A	miRBase:MIMAT0000103	CID:60750	0.519	qRT-PCR	Microarray	N/A
RC00001193	hsa-miR-106a-5p	miRNA	Homo sapiens	Leucovorin	compound	N/A	miRBase:MIMAT0000103	CID:135403648	0.2244	N/A	Microarray	N/A
RC00001188	hsa-miR-106a-5p	miRNA	Homo sapiens	Narangin	compound	N/A	miRBase:MIMAT0000103	CID:442428	0.2105	qPCR	N/A	N/A
RC00001192	hsa-miR-106a-5p	miRNA	Homo sapiens	Oxaliplatine	compound	N/A	miRBase:MIMAT0000103	CID:6857599	0.2244	N/A	Microarray	N/A
RC00001182	hsa-miR-106a-5p	miRNA	Homo sapiens	Paclitaxel	compound	N/A	miRBase:MIMAT0000103	CID:36314	0.6367	qRT-PCR//TaqMan miRNA assay//qPCR//WST-1 assay//MTT assay//ISH//RT-PCR//Northern blot//Luciferase reporter assay	Microarray	N/A
RC00001190	hsa-miR-106a-5p	miRNA	Homo sapiens	Tamoxifen	compound	N/A	miRBase:MIMAT0000103	CID:2733526	0.3079	qPCR	Microarray	N/A
RC00001179	hsa-miR-106a-5p	miRNA	Homo sapiens	Vincristine	compound	N/A	miRBase:MIMAT0000103	CID:5978	0.3763	qPCR	N/A	N/A
RC00001178	hsa-miR-106a-5p	miRNA	Homo sapiens	Vorinostat	compound	N/A	miRBase:MIMAT0000103	CID:5311	0.2161	N/A	Microarray	N/A
RC00007031	hsa-miR-106b-3p	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0004672	CID:2767	0.22	qRT-PCR	N/A	N/A
RC00007032	hsa-miR-106b-3p	miRNA	Homo sapiens	Curcumin	compound	N/A	miRBase:MIMAT0004672	CID:969516	0.2274	qPCR	N/A	N/A
RC00003822	hsa-miR-106b-5p	miRNA	Homo sapiens	5-Fluorouracil	compound	N/A	miRBase:MIMAT0000680	CID:3385	0.3803	qRT-PCR//MTT assay	Microarray	N/A
RC00003828	hsa-miR-106b-5p	miRNA	Homo sapiens	Bisphenol A	compound	N/A	miRBase:MIMAT0000680	CID:6623	0.2484	N/A	Microarray	N/A
RC00003832	hsa-miR-106b-5p	miRNA	Homo sapiens	Carboplatin	compound	N/A	miRBase:MIMAT0000680	CID:38904	0.3171	TaqMan microRNA assay	Microarray	N/A
RC00008850	hsa-miR-106b-5p	miRNA	Homo sapiens	Chemotherapy	compound	N/A	miRBase:MIMAT0000680	N/A	0.2429	qPCR	Microarray	N/A
RC00003825	hsa-miR-106b-5p	miRNA	Homo sapiens	Cholesterol	compound	N/A	miRBase:MIMAT0000680	CID:5997	0.4144	qRT-PCR	Microarray	N/A
RC00003821	hsa-miR-106b-5p	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0000680	CID:2767	0.595	qRT-PCR//RT-PCR//ISH	Microarray	N/A
RC00003827	hsa-miR-106b-5p	miRNA	Homo sapiens	Colchicine	compound	N/A	miRBase:MIMAT0000680	CID:6167	0.2243	qRT-PCR	N/A	N/A
RC00003840	hsa-miR-106b-5p	miRNA	Homo sapiens	Cyclosporin A	compound	N/A	miRBase:MIMAT0000680	CID:5284373	0.2243	qRT-PCR	N/A	N/A
RC00003838	hsa-miR-106b-5p	miRNA	Homo sapiens	Decitabine	compound	N/A	miRBase:MIMAT0000680	CID:451668	0.4722	N/A	Microarray	N/A
RC00003837	hsa-miR-106b-5p	miRNA	Homo sapiens	Diethylstilbestrol	compound	N/A	miRBase:MIMAT0000680	CID:448537	0.2292	N/A	Microarray	N/A
RC00003829	hsa-miR-106b-5p	miRNA	Homo sapiens	Doxorubicin	compound	N/A	miRBase:MIMAT0000680	CID:31703	0.3836	qRT-PCR//Western blot//RT-PCR	Microarray	N/A
RC00003841	hsa-miR-106b-5p	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0000680	CID:5310940	0.4114	Western blot//qPCR	Microarray	N/A
RC00003831	hsa-miR-106b-5p	miRNA	Homo sapiens	Etoposide	compound	N/A	miRBase:MIMAT0000680	CID:36462	0.2243	qRT-PCR	N/A	N/A
RC00003819	hsa-miR-106b-5p	miRNA	Homo sapiens	Formaldehyde	compound	N/A	miRBase:MIMAT0000680	CID:712	0.2237	N/A	Microarray	N/A
RC00003834	hsa-miR-106b-5p	miRNA	Homo sapiens	Ginsenoside Rh2	compound	N/A	miRBase:MIMAT0000680	CID:119307	0.2293	N/A	Microarray	N/A
RC00003844	hsa-miR-106b-5p	miRNA	Homo sapiens	Hydroxamic acid HDACi LAQ824	compound	N/A	miRBase:MIMAT0000680	N/A	0.2562	N/A	Microarray	N/A
RC00003826	hsa-miR-106b-5p	miRNA	Homo sapiens	L-Leucine	compound	N/A	miRBase:MIMAT0000680	CID:6106	0.2503	qRT-PCR	Microarray	N/A
RC00003842	hsa-miR-106b-5p	miRNA	Homo sapiens	Natalizumab	compound	N/A	miRBase:MIMAT0000680	DrugBank:DB00108	0.361	qRT-PCR	Microarray	N/A
RC00003843	hsa-miR-106b-5p	miRNA	Homo sapiens	Nesiritide	compound	N/A	miRBase:MIMAT0000680	DrugBank:DB04899	0.2789	qPCR	N/A	N/A
RC00003830	hsa-miR-106b-5p	miRNA	Homo sapiens	Paclitaxel	compound	N/A	miRBase:MIMAT0000680	CID:36314	0.6092	TaqMan microRNA assay//qRT-PCR	Microarray	N/A
RC00003820	hsa-miR-106b-5p	miRNA	Homo sapiens	Palmitic acid	compound	N/A	miRBase:MIMAT0000680	CID:985	0.2267	qPCR	N/A	N/A
RC00003835	hsa-miR-106b-5p	miRNA	Homo sapiens	Sorafenib	compound	N/A	miRBase:MIMAT0000680	CID:216239	0.4109	qRT-PCR//Luciferase reporter assay	Microarray	N/A
RC00003824	hsa-miR-106b-5p	miRNA	Homo sapiens	Temozolomide	compound	N/A	miRBase:MIMAT0000680	CID:5394	0.4458	RT-PCR	Microarray	N/A
RC00003836	hsa-miR-106b-5p	miRNA	Homo sapiens	Trichostatin A	compound	N/A	miRBase:MIMAT0000680	CID:444732	0.2384	qPCR	N/A	N/A
RC00003839	hsa-miR-106b-5p	miRNA	Homo sapiens	Vitamin D3	compound	N/A	miRBase:MIMAT0000680	CID:5280795	0.2179	qPCR	N/A	N/A
RC00003823	hsa-miR-106b-5p	miRNA	Homo sapiens	Vorinostat	compound	N/A	miRBase:MIMAT0000680	CID:5311	0.3399	qRT-PCR//MTT assay	N/A	N/A
RC00001196	hsa-miR-107	miRNA	Homo sapiens	5-Fluorouracil	compound	N/A	miRBase:MIMAT0000104	CID:3385	0.3808	qRT-PCR//MTT assay	Microarray	N/A
RC00001214	hsa-miR-107	miRNA	Homo sapiens	5-aza-2'-deoxycytidine (5-Aza-CdR) + trichostatin A(TSA)	compound	N/A	miRBase:MIMAT0000104	N/A	0.3139	Northern blot	N/A	N/A
RC00001215	hsa-miR-107	miRNA	Homo sapiens	Anthranilamide-pyrazolo[1,5-a]pyrimidine	compound	N/A	miRBase:MIMAT0000104	N/A	0.232	qPCR	N/A	N/A
RC00001200	hsa-miR-107	miRNA	Homo sapiens	Camptothecin	compound	N/A	miRBase:MIMAT0000104	CID:24360	0.2418	qRT-PCR	N/A	N/A
RC00008828	hsa-miR-107	miRNA	Homo sapiens	Chemotherapy	compound	N/A	miRBase:MIMAT0000104	N/A	0.2412	TLDA	N/A	N/A
RC00001195	hsa-miR-107	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0000104	CID:2767	0.5015	qRT-PCR//MTT assay	Microarray	N/A
RC00001199	hsa-miR-107	miRNA	Homo sapiens	Cytarabine	compound	N/A	miRBase:MIMAT0000104	CID:6253	0.5178	miRNA assay//MTT assay	N/A	N/A
RC00001207	hsa-miR-107	miRNA	Homo sapiens	Decitabine	compound	N/A	miRBase:MIMAT0000104	CID:451668	0.3139	Northern blot	N/A	N/A
RC00001201	hsa-miR-107	miRNA	Homo sapiens	Doxorubicin	compound	N/A	miRBase:MIMAT0000104	CID:31703	0.4251	qRT-PCR//Western blot//MTT assay//Luciferase reporter assay	Microarray	N/A
RC00001210	hsa-miR-107	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0000104	CID:5310940	0.4114	Western blot//qPCR	Microarray	N/A
RC00001198	hsa-miR-107	miRNA	Homo sapiens	Estradiol	compound	N/A	miRBase:MIMAT0000104	CID:5757	0.2476	N/A	Microarray	N/A
RC00001203	hsa-miR-107	miRNA	Homo sapiens	Etoposide	compound	N/A	miRBase:MIMAT0000104	CID:36462	0.2418	qRT-PCR	N/A	N/A
RC00001194	hsa-miR-107	miRNA	Homo sapiens	Formaldehyde	compound	N/A	miRBase:MIMAT0000104	CID:712	0.2237	N/A	Microarray	N/A
RC00001204	hsa-miR-107	miRNA	Homo sapiens	Ginsenoside Rh2	compound	N/A	miRBase:MIMAT0000104	CID:119307	0.2293	N/A	Microarray	N/A
RC00001197	hsa-miR-107	miRNA	Homo sapiens	Imatinib	compound	N/A	miRBase:MIMAT0000104	CID:5291	0.3077	WST-1 assay//TaqMan qRT-PCR	Microarray	N/A
RC00001213	hsa-miR-107	miRNA	Homo sapiens	Leucovorin	compound	N/A	miRBase:MIMAT0000104	CID:135403648	0.2244	N/A	Microarray	N/A
RC00001216	hsa-miR-107	miRNA	Homo sapiens	Marine fungal metabolite 1386A	compound	N/A	miRBase:MIMAT0000104	N/A	0.2029	N/A	Microarray	N/A
RC00001209	hsa-miR-107	miRNA	Homo sapiens	Morphine	compound	N/A	miRBase:MIMAT0000104	CID:5288826	0.3479	N/A	Microarray	N/A
RC00001212	hsa-miR-107	miRNA	Homo sapiens	Olaparib	compound	N/A	miRBase:MIMAT0000104	CID:23725625	0.3699	qRT-PCR	N/A	N/A
RC00001211	hsa-miR-107	miRNA	Homo sapiens	Oxaliplatine	compound	N/A	miRBase:MIMAT0000104	CID:6857599	0.2244	N/A	Microarray	N/A
RC00001202	hsa-miR-107	miRNA	Homo sapiens	Paclitaxel	compound	N/A	miRBase:MIMAT0000104	CID:36314	0.6712	qRT-PCR//TaqMan miRNA assay//qPCR//MTT assay//Northern blot//Luciferase reporter assay	Microarray	N/A
RC00001206	hsa-miR-107	miRNA	Homo sapiens	Retinoic acid	compound	N/A	miRBase:MIMAT0000104	CID:444795	0.4548	qPCR	Microarray	N/A
RC00001208	hsa-miR-107	miRNA	Homo sapiens	Tamoxifen	compound	N/A	miRBase:MIMAT0000104	CID:2733526	0.3079	qPCR	Microarray	N/A
RC00001205	hsa-miR-107	miRNA	Homo sapiens	Trichostatin A	compound	N/A	miRBase:MIMAT0000104	CID:444732	0.2384	N/A	Microarray	N/A
RC00008721	hsa-miR-108a	miRNA	Homo sapiens	Doxorubicin	compound	N/A	N/A	CID:31703	0.3043	RT-PCR	Microarray	N/A
RC00006877	hsa-miR-10a-3p	miRNA	Homo sapiens	5-Fluorouracil	compound	N/A	miRBase:MIMAT0004555	CID:3385	0.1999	N/A	Microarray	N/A
RC00006878	hsa-miR-10a-3p	miRNA	Homo sapiens	Temozolomide	compound	N/A	miRBase:MIMAT0004555	CID:5394	0.3175	RT-PCR	Microarray	N/A
RC00001704	hsa-miR-10a-5p	miRNA	Homo sapiens	10-Hydroxycamptothecin	compound	N/A	miRBase:MIMAT0000253	CID:97226	0.2191	N/A	Microarray	N/A
RC00001695	hsa-miR-10a-5p	miRNA	Homo sapiens	5-Fluorouracil	compound	N/A	miRBase:MIMAT0000253	CID:3385	0.3329	N/A	Microarray	N/A
RC00001705	hsa-miR-10a-5p	miRNA	Homo sapiens	Anisomycin	compound	N/A	miRBase:MIMAT0000253	CID:253602	0.3767	qRT-PCR	Microarray	N/A
RC00001694	hsa-miR-10a-5p	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0000253	CID:2767	0.685	qRT-PCR//TaqMan miRNA assay//qPCR//MTT assay//RT-PCR//Northern blot//Luciferase reporter assay	Solexa sequencing//Microarray	N/A
RC00001706	hsa-miR-10a-5p	miRNA	Homo sapiens	Cyclopamine	compound	N/A	miRBase:MIMAT0000253	CID:442972	0.4111	qRT-PCR//MTT assay	N/A	N/A
RC00001698	hsa-miR-10a-5p	miRNA	Homo sapiens	Cytarabine	compound	N/A	miRBase:MIMAT0000253	CID:6253	0.4187	qRT-PCR	N/A	N/A
RC00001700	hsa-miR-10a-5p	miRNA	Homo sapiens	Doxorubicin	compound	N/A	miRBase:MIMAT0000253	CID:31703	0.5428	qRT-PCR//Western blot//qPCR//MTT assay	Microarray	N/A
RC00001710	hsa-miR-10a-5p	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0000253	CID:5310940	0.4197	Western blot//qPCR	Microarray	N/A
RC00001692	hsa-miR-10a-5p	miRNA	Homo sapiens	Formaldehyde	compound	N/A	miRBase:MIMAT0000253	CID:712	0.2237	N/A	Microarray	N/A
RC00001702	hsa-miR-10a-5p	miRNA	Homo sapiens	Gemcitabine	compound	N/A	miRBase:MIMAT0000253	CID:60750	0.3966	RT-PCR//qPCR//MTT assay	Microarray	N/A
RC00001714	hsa-miR-10a-5p	miRNA	Homo sapiens	Glucocorticoid	compound	N/A	miRBase:MIMAT0000253	N/A	0.2128	qRT-PCR//RT-PCR	N/A	N/A
RC00001696	hsa-miR-10a-5p	miRNA	Homo sapiens	Imatinib	compound	N/A	miRBase:MIMAT0000253	CID:5291	0.3095	qRT-PCR	N/A	N/A
RC00001713	hsa-miR-10a-5p	miRNA	Homo sapiens	Leucovorin	compound	N/A	miRBase:MIMAT0000253	CID:135403648	0.2244	N/A	Microarray	N/A
RC00001715	hsa-miR-10a-5p	miRNA	Homo sapiens	Mistletoe lectin-I	compound	N/A	miRBase:MIMAT0000253	N/A	0.2189	N/A	Microarray	N/A
RC00001712	hsa-miR-10a-5p	miRNA	Homo sapiens	Oxaliplatine	compound	N/A	miRBase:MIMAT0000253	CID:6857599	0.2244	N/A	Microarray	N/A
RC00001701	hsa-miR-10a-5p	miRNA	Homo sapiens	Paclitaxel	compound	N/A	miRBase:MIMAT0000253	CID:36314	0.4759	qRT-PCR//MTT assay	N/A	N/A
RC00001716	hsa-miR-10a-5p	miRNA	Homo sapiens	RAR-alpha antagonist Ro-41-5253	compound	N/A	miRBase:MIMAT0000253	N/A	0.3454	Northern blot	N/A	N/A
RC00001707	hsa-miR-10a-5p	miRNA	Homo sapiens	Retinoic acid	compound	N/A	miRBase:MIMAT0000253	CID:444795	0.3674	qPCR	Microarray	N/A
RC00001709	hsa-miR-10a-5p	miRNA	Homo sapiens	Sirolimus	compound	N/A	miRBase:MIMAT0000253	CID:5284616	0.3338	qRT-PCR//MTS assay	Microarray	N/A
RC00001711	hsa-miR-10a-5p	miRNA	Homo sapiens	Sunitinib	compound	N/A	miRBase:MIMAT0000253	CID:5329102	0.252	qPCR	N/A	N/A
RC00001708	hsa-miR-10a-5p	miRNA	Homo sapiens	Tamoxifen	compound	N/A	miRBase:MIMAT0000253	CID:2733526	0.3079	qPCR	Microarray	N/A
RC00001697	hsa-miR-10a-5p	miRNA	Homo sapiens	Temozolomide	compound	N/A	miRBase:MIMAT0000253	CID:5394	0.3189	qRT-PCR//MTT assay	Microarray	N/A
RC00001699	hsa-miR-10a-5p	miRNA	Homo sapiens	Trisenox	compound	N/A	miRBase:MIMAT0000253	CID:14888	0.2159	qPCR	N/A	N/A
RC00001693	hsa-miR-10a-5p	miRNA	Homo sapiens	Verapamil	compound	N/A	miRBase:MIMAT0000253	CID:2520	0.3072	Western blot//qPCR	Microarray	N/A
RC00001703	hsa-miR-10a-5p	miRNA	Homo sapiens	Vinorelbine	compound	N/A	miRBase:MIMAT0000253	CID:60780	0.3677	qPCR	Microarray	N/A
RC00006879	hsa-miR-10b-3p	miRNA	Homo sapiens	Emodin	compound	N/A	miRBase:MIMAT0004556	CID:3220	0.2118	N/A	Microarray	N/A
RC00001741	hsa-miR-10b-5p	miRNA	Homo sapiens	1,2,6-Tri-O-galloyl-beta-D-glucopyranose	compound	N/A	miRBase:MIMAT0000254	N/A	0.1991	N/A	Microarray	N/A
RC00001721	hsa-miR-10b-5p	miRNA	Homo sapiens	5-Fluorouracil	compound	N/A	miRBase:MIMAT0000254	CID:3385	0.5724	qRT-PCR//MTT assay//Luciferase reporter assay	Microarray	N/A
RC00001717	hsa-miR-10b-5p	miRNA	Homo sapiens	Benzene	compound	N/A	miRBase:MIMAT0000254	CID:241	0.2287	qPCR	Microarray	N/A
RC00008832	hsa-miR-10b-5p	miRNA	Homo sapiens	Chemotherapy	compound	N/A	miRBase:MIMAT0000254	N/A	0.5436	qRT-PCR	Microarray	N/A
RC00001724	hsa-miR-10b-5p	miRNA	Homo sapiens	Cholesterol	compound	N/A	miRBase:MIMAT0000254	CID:5997	0.4516	qRT-PCR//Drug efflux assay//Luciferase reporter assay	Microarray	N/A
RC00001720	hsa-miR-10b-5p	miRNA	Homo sapiens	Cisplatin	compound	N/A	miRBase:MIMAT0000254	CID:2767	0.6105	qRT-PCR//RT-PCR//qPCR//MTT assay	Microarray//miRNA array	N/A
RC00001734	hsa-miR-10b-5p	miRNA	Homo sapiens	Cyclopamine	compound	N/A	miRBase:MIMAT0000254	CID:442972	0.4111	qRT-PCR//MTT assay	N/A	N/A
RC00001725	hsa-miR-10b-5p	miRNA	Homo sapiens	Cytarabine	compound	N/A	miRBase:MIMAT0000254	CID:6253	0.4187	qRT-PCR	N/A	N/A
RC00001728	hsa-miR-10b-5p	miRNA	Homo sapiens	Doxorubicin	compound	N/A	miRBase:MIMAT0000254	CID:31703	0.3072	Western blot//qPCR	Microarray	N/A
RC00001736	hsa-miR-10b-5p	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0000254	CID:5310940	0.4114	Western blot//qPCR	Microarray	N/A
RC00001733	hsa-miR-10b-5p	miRNA	Homo sapiens	Erlotinib	compound	N/A	miRBase:MIMAT0000254	CID:176870	0.3296	TaqMan miRNA assay//TaqMan qRT-PCR	N/A	N/A
RC00001722	hsa-miR-10b-5p	miRNA	Homo sapiens	Estradiol	compound	N/A	miRBase:MIMAT0000254	CID:5757	0.2476	N/A	Microarray	N/A
RC00001718	hsa-miR-10b-5p	miRNA	Homo sapiens	Formaldehyde	compound	N/A	miRBase:MIMAT0000254	CID:712	0.2237	qPCR	N/A	N/A
RC00001732	hsa-miR-10b-5p	miRNA	Homo sapiens	Gefitinib	compound	N/A	miRBase:MIMAT0000254	CID:123631	0.2877	qRT-PCR	Microarray	N/A
RC00001731	hsa-miR-10b-5p	miRNA	Homo sapiens	Gemcitabine	compound	N/A	miRBase:MIMAT0000254	CID:60750	0.3131	RT-PCR//MTT assay	Microarray	N/A
RC00001730	hsa-miR-10b-5p	miRNA	Homo sapiens	Goserelin	compound	N/A	miRBase:MIMAT0000254	CID:47725	0.3024	N/A	Microarray	N/A
RC00001740	hsa-miR-10b-5p	miRNA	Homo sapiens	Heparin	compound	N/A	miRBase:MIMAT0000254	N/A	0.3718	qRT-PCR//Dual luciferase reporter assay//MTT assay	N/A	N/A
RC00001739	hsa-miR-10b-5p	miRNA	Homo sapiens	Leucovorin	compound	N/A	miRBase:MIMAT0000254	CID:135403648	0.2244	N/A	Microarray	N/A
RC00001738	hsa-miR-10b-5p	miRNA	Homo sapiens	Oxaliplatine	compound	N/A	miRBase:MIMAT0000254	CID:6857599	0.2244	N/A	Microarray	N/A
RC00001729	hsa-miR-10b-5p	miRNA	Homo sapiens	Paclitaxel	compound	N/A	miRBase:MIMAT0000254	CID:36314	0.4759	qRT-PCR//MTT assay	N/A	N/A
RC00001726	hsa-miR-10b-5p	miRNA	Homo sapiens	Phencyclidine	compound	N/A	miRBase:MIMAT0000254	CID:6468	0.3718	qRT-PCR//Dual luciferase reporter assay//MTT assay	N/A	N/A
RC00001737	hsa-miR-10b-5p	miRNA	Homo sapiens	Sulindac sulfide	compound	N/A	miRBase:MIMAT0000254	CID:5352624	0.2465	qPCR	N/A	N/A
RC00001735	hsa-miR-10b-5p	miRNA	Homo sapiens	Tamoxifen	compound	N/A	miRBase:MIMAT0000254	CID:2733526	0.412	qRT-PCR//MTT assay	N/A	N/A
RC00001727	hsa-miR-10b-5p	miRNA	Homo sapiens	Trisenox	compound	N/A	miRBase:MIMAT0000254	CID:14888	0.2159	qPCR	N/A	N/A
RC00001719	hsa-miR-10b-5p	miRNA	Homo sapiens	Verapamil	compound	N/A	miRBase:MIMAT0000254	CID:2520	0.3072	Western blot//qPCR	Microarray	N/A
RC00001723	hsa-miR-10b-5p	miRNA	Homo sapiens	Vincristine	compound	N/A	miRBase:MIMAT0000254	CID:5978	0.3064	qRT-PCR//MTT assay	Microarray	N/A
RC00007679	hsa-miR-1178-3p	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0005823	CID:5310940	0.4114	Western blot//qPCR	Microarray	N/A
RC00007680	hsa-miR-1179	miRNA	Homo sapiens	Eloxatine	compound	N/A	miRBase:MIMAT0005824	CID:5310940	0.4114	Western blot//qPCR	Microarray	N/A
RC00007684	hsa-miR-1181	miRNA	Homo sapiens	Ascorbate	compound	N/A	miRBase:MIMAT0005826	CID:54670067	0.3071	N/A	Microarray	N/A
