RNAInterID,Interactor1.Symbol,Category1,Species1,Interactor2.Symbol,Category2,Species2,Raw_ID1,Raw_ID2,score,strong,weak,predict
RC00003323,hsa-miR-206,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0000462,3385,0.1999,,Microarray,
RC00003324,hsa-miR-206,miRNA,Homo sapiens,Vorinostat,compound,,MIMAT0000462,5311,0.2161,,Microarray,
RC00000528,hsa-miR-20a-5p,miRNA,Homo sapiens,Bisphenol A,compound,,MIMAT0000075,6623,0.2484,,Microarray,
RC00000542,hsa-miR-20a-5p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0000075,969516,0.2534,,Microarray,
RC00000540,hsa-miR-20a-5p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000075,451668,0.2384,,Microarray,
RC00000539,hsa-miR-20a-5p,miRNA,Homo sapiens,Diethylstilbestrol,compound,,MIMAT0000075,448537,0.2292,,Microarray,
RC00000523,hsa-miR-20a-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000075,712,0.2237,,Microarray,
RC00000547,hsa-miR-20a-5p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000075,135403648,0.2244,,Microarray,
RC00000546,hsa-miR-20a-5p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000075,6857599,0.2244,,Microarray,
RC00000526,hsa-miR-20a-5p,miRNA,Homo sapiens,Progesterone,compound,,MIMAT0000075,5994,0.3086,,Microarray,
RC00000537,hsa-miR-20a-5p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000075,444732,0.2384,,Microarray,
RC00004981,hsa-miR-20b-5p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0001413,451668,0.2384,,Microarray,
RC00004980,hsa-miR-20b-5p,miRNA,Homo sapiens,Diethylstilbestrol,compound,,MIMAT0001413,448537,0.2292,,Microarray,
RC00004969,hsa-miR-20b-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0001413,712,0.2237,,Microarray,
RC00004986,hsa-miR-20b-5p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0001413,135403648,0.2244,,Microarray,
RC00004985,hsa-miR-20b-5p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0001413,6857599,0.2244,,Microarray,
RC00004979,hsa-miR-20b-5p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0001413,444732,0.2384,,Microarray,
RC00006806,hsa-miR-21-3p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0004494,119307,0.2233,,Microarray,
RC00000581,hsa-miR-21-5p,miRNA,Homo sapiens,Bisphenol A,compound,,MIMAT0000076,6623,0.353,,Microarray,
RC00000631,hsa-miR-21-5p,miRNA,Homo sapiens,Cetuximab,compound,,MIMAT0000076,91820602,0.3102,,Microarray,
RC00000614,hsa-miR-21-5p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000076,451668,0.4722,,Microarray,
RC00000555,hsa-miR-21-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000076,712,0.2237,,Microarray,
RC00000632,hsa-miR-21-5p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000076,135403648,0.2244,,Microarray,
RC00000621,hsa-miR-21-5p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000076,5288826,0.2259,,Microarray,
RC00000583,hsa-miR-21-5p,miRNA,Homo sapiens,"O,P'-Ddt",compound,,MIMAT0000076,13089,0.2382,,Microarray,
RC00000610,hsa-miR-21-5p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000076,444732,0.2214,,Microarray,
RC00002019,hsa-miR-210-3p,miRNA,Homo sapiens,Bicalutamide,compound,,MIMAT0000267,2375,0.3024,,Microarray,
RC00002039,hsa-miR-210-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000267,451668,0.4722,,Microarray,
RC00002034,hsa-miR-210-3p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000267,119307,0.2293,,Microarray,
RC00002031,hsa-miR-210-3p,miRNA,Homo sapiens,Goserelin,compound,,MIMAT0000267,47725,0.3024,,Microarray,
RC00002042,hsa-miR-210-3p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000267,135403648,0.2244,,Microarray,
RC00002041,hsa-miR-210-3p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000267,6857599,0.2244,,Microarray,
RC00002049,hsa-miR-211-5p,miRNA,Homo sapiens,Doxorubicin,compound,,MIMAT0000268,31703,0.2276,,Microarray,
RC00002048,hsa-miR-211-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000268,5757,0.2476,,Microarray,
RC00007962,hsa-miR-2113,miRNA,Homo sapiens,Gemcitabine,compound,,MIMAT0009206,60750,0.3063,,RNA-seq,
RC00007989,hsa-miR-2116-3p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0011161,119307,0.2233,,Microarray,
RC00007987,hsa-miR-2116-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0011160,3385,0.1999,,Microarray,
RC00007990,hsa-miR-2117,miRNA,Homo sapiens,Ascorbate,compound,,MIMAT0011162,54670067,0.3071,,Microarray,
RC00002054,hsa-miR-212-3p,miRNA,Homo sapiens,Progesterone,compound,,MIMAT0000269,5994,0.3086,,Microarray,
RC00002091,hsa-miR-214-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000271,451668,0.2384,,Microarray,
RC00002093,hsa-miR-214-3p,miRNA,Homo sapiens,Sunitinib,compound,,MIMAT0000271,5329102,0.2288,,Microarray,
RC00002090,hsa-miR-214-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000271,444732,0.2384,,Microarray,
RC00002098,hsa-miR-215-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000272,712,0.2237,,Microarray,
RC00002111,hsa-miR-215-5p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000272,135403648,0.2244,,Microarray,
RC00002110,hsa-miR-215-5p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000272,6857599,0.2244,,Microarray,
RC00002108,hsa-miR-215-5p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000272,444732,0.226,,Microarray,
RC00002115,hsa-miR-216a-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000273,5757,0.2476,,Microarray,
RC00002130,hsa-miR-217-5p,miRNA,Homo sapiens,Activin A,compound,,MIMAT0000274,229455,0.2228,,Microarray,
RC00002150,hsa-miR-218-5p,miRNA,Homo sapiens,Andrographolide,compound,,MIMAT0000275,5318517,0.3377,,Microarray,
RC00002136,hsa-miR-218-5p,miRNA,Homo sapiens,Bicalutamide,compound,,MIMAT0000275,2375,0.3024,,Microarray,
RC00002147,hsa-miR-218-5p,miRNA,Homo sapiens,Diethylstilbestrol,compound,,MIMAT0000275,448537,0.2292,,Microarray,
RC00002146,hsa-miR-218-5p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000275,119307,0.2293,,Microarray,
RC00006901,hsa-miR-219a-1-3p,miRNA,Homo sapiens,Glucose,compound,,MIMAT0004567,5793,0.2159,,Microarray,
RC00000653,hsa-miR-22-3p,miRNA,Homo sapiens,Androstanolone,compound,,MIMAT0000077,10635,0.3157,,Microarray,
RC00000655,hsa-miR-22-3p,miRNA,Homo sapiens,Calcium sulfate (CaS),compound,,MIMAT0000077,24497,0.2384,,Microarray,
RC00000665,hsa-miR-22-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000077,451668,0.2384,,Microarray,
RC00000664,hsa-miR-22-3p,miRNA,Homo sapiens,Diethylstilbestrol,compound,,MIMAT0000077,448537,0.2292,,Microarray,
RC00000669,hsa-miR-22-3p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000077,135403648,0.2244,,Microarray,
RC00000668,hsa-miR-22-3p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000077,6857599,0.2244,,Microarray,
RC00000662,hsa-miR-22-3p,miRNA,Homo sapiens,Retinoic acid,compound,,MIMAT0000077,444795,0.2403,,Microarray,
RC00000661,hsa-miR-22-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000077,444732,0.3411,,Microarray,
RC00000654,hsa-miR-22-3p,miRNA,Homo sapiens,Trisenox,compound,,MIMAT0000077,14888,0.2702,,Microarray,
RC00006807,hsa-miR-22-5p,miRNA,Homo sapiens,Vorinostat,compound,,MIMAT0004495,5311,0.2161,,Microarray,
RC00002185,hsa-miR-221-3p,miRNA,Homo sapiens,Activin A,compound,,MIMAT0000278,229455,0.2228,,Microarray,
RC00002198,hsa-miR-221-3p,miRNA,Homo sapiens,Cetuximab,compound,,MIMAT0000278,91820602,0.3102,,Microarray,
RC00002181,hsa-miR-221-3p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000278,119307,0.2233,,Microarray,
RC00002193,hsa-miR-221-3p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000278,5288826,0.2259,,Microarray,
RC00002186,hsa-miR-221-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000278,444732,0.2214,,Microarray,
RC00002172,hsa-miR-221-3p,miRNA,Homo sapiens,Trisenox,compound,,MIMAT0000278,14888,0.2702,,Microarray,
RC00002222,hsa-miR-222-3p,miRNA,Homo sapiens,Activin A,compound,,MIMAT0000279,229455,0.2228,,Microarray,
RC00002215,hsa-miR-222-3p,miRNA,Homo sapiens,Etoposide,compound,,MIMAT0000279,36462,0.2534,,Microarray,
RC00002212,hsa-miR-222-3p,miRNA,Homo sapiens,Trisenox,compound,,MIMAT0000279,14888,0.2702,,Microarray,
RC00007959,hsa-miR-224-3p,miRNA,Homo sapiens,10-Hydroxycamptothecin,compound,,MIMAT0009198,97226,0.2191,,Microarray,
RC00002267,hsa-miR-224-5p,miRNA,Homo sapiens,Atorvastatin,compound,,MIMAT0000281,60823,0.2257,,Microarray,
RC00002275,hsa-miR-224-5p,miRNA,Homo sapiens,FdUMP[10],compound,,MIMAT0000281,25244711,0.2243,,Microarray,
RC00002259,hsa-miR-224-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000281,712,0.2237,,Microarray,
RC00002269,hsa-miR-224-5p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000281,119307,0.2233,,Microarray,
RC00007998,hsa-miR-2277-3p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0011777,24180719,0.3638,,smRNA-seq,
RC00008301,hsa-miR-2355-3p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0017950,3385,0.1999,,Microarray,
RC00000691,hsa-miR-23a-3p,miRNA,Homo sapiens,1'-Acetoxychavicol acetate (ACA),compound,,MIMAT0000078,119104,0.2822,,Microarray,
RC00000694,hsa-miR-23a-3p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0000078,969516,0.2534,,Microarray,
RC00000693,hsa-miR-23a-3p,miRNA,Homo sapiens,Diethylstilbestrol,compound,,MIMAT0000078,448537,0.2292,,Microarray,
RC00000675,hsa-miR-23a-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000078,712,0.2237,,Microarray,
RC00000696,hsa-miR-23a-3p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000078,5288826,0.2259,,Microarray,
RC00000698,hsa-miR-23a-3p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000078,24180719,0.3638,,smRNA-seq,
RC00006811,hsa-miR-23a-5p,miRNA,Homo sapiens,FdUMP[10],compound,,MIMAT0004496,25244711,0.2243,,Microarray,
RC00006808,hsa-miR-23a-5p,miRNA,Homo sapiens,Floxuridine (FdU),compound,,MIMAT0004496,5790,0.2243,,Microarray,
RC00006810,hsa-miR-23a-5p,miRNA,Homo sapiens,Irinotecan,compound,,MIMAT0004496,60838,0.2243,,Microarray,
RC00006809,hsa-miR-23a-5p,miRNA,Homo sapiens,Topotecan,compound,,MIMAT0004496,60700,0.2243,,Microarray,
RC00002466,hsa-miR-23b-3p,miRNA,Homo sapiens,Bicalutamide,compound,,MIMAT0000418,2375,0.3024,,Microarray,
RC00002484,hsa-miR-23b-3p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0000418,969516,0.2534,,Microarray,
RC00002483,hsa-miR-23b-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000418,451668,0.2384,,Microarray,
RC00002465,hsa-miR-23b-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000418,712,0.2237,,Microarray,
RC00002480,hsa-miR-23b-3p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000418,119307,0.2233,,Microarray,
RC00002471,hsa-miR-23b-3p,miRNA,Homo sapiens,Glucose,compound,,MIMAT0000418,5793,0.2159,,Microarray,
RC00002485,hsa-miR-23b-3p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000418,5288826,0.2259,,Microarray,
RC00002487,hsa-miR-23b-3p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000418,24180719,0.3638,,smRNA-seq,
RC00002482,hsa-miR-23b-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000418,444732,0.2384,,Microarray,
RC00006920,hsa-miR-23b-5p,miRNA,Homo sapiens,10-Hydroxycamptothecin,compound,,MIMAT0004587,97226,0.2191,,Microarray,
RC00000707,hsa-miR-24-1-5p,miRNA,Homo sapiens,FdUMP[10],compound,,MIMAT0000079,25244711,0.2243,,Microarray,
RC00000703,hsa-miR-24-1-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000079,712,0.2237,,Microarray,
RC00000704,hsa-miR-24-1-5p,miRNA,Homo sapiens,Vorinostat,compound,,MIMAT0000079,5311,0.2161,,Microarray,
RC00000723,hsa-miR-24-3p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0000080,969516,0.2534,,Microarray,
RC00000722,hsa-miR-24-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000080,451668,0.4994,,Microarray,
RC00000713,hsa-miR-24-3p,miRNA,Homo sapiens,Floxuridine (FdU),compound,,MIMAT0000080,5790,0.2243,,Microarray,
RC00000709,hsa-miR-24-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000080,712,0.2237,,Microarray,
RC00000718,hsa-miR-24-3p,miRNA,Homo sapiens,Irinotecan,compound,,MIMAT0000080,60838,0.2243,,Microarray,
RC00000726,hsa-miR-24-3p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000080,5288826,0.2259,,Microarray,
RC00000716,hsa-miR-24-3p,miRNA,Homo sapiens,Topotecan,compound,,MIMAT0000080,60700,0.2243,,Microarray,
RC00000721,hsa-miR-24-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000080,444732,0.2384,,Microarray,
RC00000742,hsa-miR-25-3p,miRNA,Homo sapiens,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",compound,,MIMAT0000081,15625,0.2382,,Microarray,
RC00000735,hsa-miR-25-3p,miRNA,Homo sapiens,Benzo(a)pyrene,compound,,MIMAT0000081,2336,0.2382,,Microarray,
RC00000754,hsa-miR-25-3p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0000081,969516,0.2534,,Microarray,
RC00000752,hsa-miR-25-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000081,451668,0.2384,,Microarray,
RC00000734,hsa-miR-25-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000081,712,0.2237,,Microarray,
RC00000778,hsa-miR-26a-5p,miRNA,Homo sapiens,Cetuximab,compound,,MIMAT0000082,91820602,0.3102,,Microarray,
RC00000773,hsa-miR-26a-5p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0000082,969516,0.2534,,Microarray,
RC00000772,hsa-miR-26a-5p,miRNA,Homo sapiens,Diethylstilbestrol,compound,,MIMAT0000082,448537,0.2292,,Microarray,
RC00000760,hsa-miR-26a-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000082,712,0.2237,,Microarray,
RC00000776,hsa-miR-26a-5p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000082,5288826,0.2259,,Microarray,
RC00000792,hsa-miR-26b-5p,miRNA,Homo sapiens,Bisphenol A,compound,,MIMAT0000083,6623,0.2484,,Microarray,
RC00000787,hsa-miR-26b-5p,miRNA,Homo sapiens,Celecoxib,compound,,MIMAT0000083,2662,0.2366,,Microarray,
RC00000786,hsa-miR-26b-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000083,712,0.2237,,Microarray,
RC00000800,hsa-miR-26b-5p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000083,135403648,0.2244,,Microarray,
RC00000797,hsa-miR-26b-5p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000083,5288826,0.2259,,Microarray,
RC00000799,hsa-miR-26b-5p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000083,6857599,0.2244,,Microarray,
RC00000813,hsa-miR-27a-3p,miRNA,Homo sapiens,Calcium sulfate (CaS),compound,,MIMAT0000084,24497,0.2384,,Microarray,
RC00000825,hsa-miR-27a-3p,miRNA,Homo sapiens,Curcumin,compound,,MIMAT0000084,969516,0.2534,,Microarray,
RC00000824,hsa-miR-27a-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000084,451668,0.4994,,Microarray,
RC00000808,hsa-miR-27a-3p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000084,5757,0.2476,,Microarray,
RC00000803,hsa-miR-27a-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000084,712,0.2237,,Microarray,
RC00000829,hsa-miR-27a-3p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000084,24180719,0.3638,,smRNA-seq,
RC00000823,hsa-miR-27a-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000084,444732,0.2384,,Microarray,
RC00002506,hsa-miR-27b-3p,miRNA,Homo sapiens,Bisphenol A,compound,,MIMAT0000419,6623,0.2382,,Microarray,
RC00002531,hsa-miR-27b-3p,miRNA,Homo sapiens,Cetuximab,compound,,MIMAT0000419,91820602,0.3102,,Microarray,
RC00002526,hsa-miR-27b-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000419,451668,0.4722,,Microarray,
RC00002502,hsa-miR-27b-3p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000419,5757,0.3144,,Microarray,
RC00002493,hsa-miR-27b-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000419,712,0.2237,,Microarray,
RC00002519,hsa-miR-27b-3p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000419,119307,0.2233,,Microarray,
RC00002507,hsa-miR-27b-3p,miRNA,Homo sapiens,"O,P'-Ddt",compound,,MIMAT0000419,13089,0.2382,,Microarray,
RC00002530,hsa-miR-27b-3p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000419,24180719,0.3638,,smRNA-seq,
RC00002513,hsa-miR-27b-3p,miRNA,Homo sapiens,Ribavirin,compound,,MIMAT0000419,37542,0.3079,,Microarray,
RC00006921,hsa-miR-27b-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0004588,3385,0.1999,,Microarray,
RC00006922,hsa-miR-27b-5p,miRNA,Homo sapiens,Progesterone,compound,,MIMAT0004588,5994,0.3086,,Microarray,
RC00000846,hsa-miR-28-5p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000085,451668,0.4722,,Microarray,
RC00000838,hsa-miR-28-5p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000085,712,0.2237,,Microarray,
RC00000845,hsa-miR-28-5p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000085,119307,0.2233,,Microarray,
RC00003980,hsa-miR-296-5p,miRNA,Homo sapiens,Cetuximab,compound,,MIMAT0000690,91820602,0.3102,,Microarray,
RC00003978,hsa-miR-296-5p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000690,119307,0.2233,,Microarray,
RC00003972,hsa-miR-296-5p,miRNA,Homo sapiens,Glucose,compound,,MIMAT0000690,5793,0.2426,,Microarray,
RC00007303,hsa-miR-298,miRNA,Homo sapiens,Glucose,compound,,MIMAT0004901,5793,0.2426,,Microarray,
RC00003927,hsa-miR-299-3p,miRNA,Homo sapiens,10-Hydroxycamptothecin,compound,,MIMAT0000687,97226,0.2191,,Microarray,
RC00003924,hsa-miR-299-3p,miRNA,Homo sapiens,Vorinostat,compound,,MIMAT0000687,5311,0.2161,,Microarray,
RC00005789,hsa-miR-299-5p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0002890,3385,0.1999,,Microarray,
RC00005790,hsa-miR-299-5p,miRNA,Homo sapiens,Glucose,compound,,MIMAT0002890,5793,0.2159,,Microarray,
RC00000857,hsa-miR-29a-3p,miRNA,Homo sapiens,Bisphenol A,compound,,MIMAT0000086,6623,0.2484,,Microarray,
RC00000870,hsa-miR-29a-3p,miRNA,Homo sapiens,Calcitriol,compound,,MIMAT0000086,5280453,0.2348,,Microarray,
RC00000868,hsa-miR-29a-3p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000086,451668,0.2384,,Microarray,
RC00000874,hsa-miR-29a-3p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000086,135403648,0.2244,,Microarray,
RC00000873,hsa-miR-29a-3p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000086,6857599,0.2244,,Microarray,
RC00000855,hsa-miR-29a-3p,miRNA,Homo sapiens,Testosterone,compound,,MIMAT0000086,6013,0.2348,,Microarray,
RC00000867,hsa-miR-29a-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000086,444732,0.2384,,Microarray,
RC00006820,hsa-miR-29a-5p,miRNA,Homo sapiens,Emodin,compound,,MIMAT0004503,3220,0.2118,,Microarray,
RC00006834,hsa-miR-29b-1-5p,miRNA,Homo sapiens,10-Hydroxycamptothecin,compound,,MIMAT0004514,97226,0.2191,,Microarray,
RC00001120,hsa-miR-29b-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000100,712,0.2237,,Microarray,
RC00001132,hsa-miR-29b-3p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000100,119307,0.2293,,Microarray,
RC00001125,hsa-miR-29b-3p,miRNA,Homo sapiens,Glucose,compound,,MIMAT0000100,5793,0.2426,,Microarray,
RC00001145,hsa-miR-29b-3p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000100,135403648,0.2244,,Microarray,
RC00001140,hsa-miR-29b-3p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000100,6857599,0.2244,,Microarray,
RC00001135,hsa-miR-29b-3p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000100,444732,0.2384,,Microarray,
RC00003846,hsa-miR-29c-3p,miRNA,Homo sapiens,Celecoxib,compound,,MIMAT0000681,2662,0.2366,,Microarray,
RC00003863,hsa-miR-29c-3p,miRNA,Homo sapiens,Cetuximab,compound,,MIMAT0000681,91820602,0.3102,,Microarray,
RC00003851,hsa-miR-29c-3p,miRNA,Homo sapiens,Glucose,compound,,MIMAT0000681,5793,0.2426,,Microarray,
RC00003864,hsa-miR-29c-3p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000681,135403648,0.2244,,Microarray,
RC00003862,hsa-miR-29c-3p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000681,6857599,0.2244,,Microarray,
RC00003861,hsa-miR-29c-3p,miRNA,Homo sapiens,Sunitinib,compound,,MIMAT0000681,5329102,0.2288,,Microarray,
RC00003931,hsa-miR-301a-3p,miRNA,Homo sapiens,Emodin,compound,,MIMAT0000688,3220,0.2118,,Microarray,
RC00003930,hsa-miR-301a-3p,miRNA,Homo sapiens,Formaldehyde,compound,,MIMAT0000688,712,0.2237,,Microarray,
RC00003937,hsa-miR-301a-3p,miRNA,Homo sapiens,Goserelin,compound,,MIMAT0000688,47725,0.3024,,Microarray,
RC00003934,hsa-miR-301a-3p,miRNA,Homo sapiens,Progesterone,compound,,MIMAT0000688,5994,0.3086,,Microarray,
RC00003896,hsa-miR-302a-3p,miRNA,Homo sapiens,Glucose,compound,,MIMAT0000684,5793,0.2159,,Microarray,
RC00004083,hsa-miR-302b-3p,miRNA,Homo sapiens,Epirubicin,compound,,MIMAT0000715,41867,0.254,,Microarray,
RC00004077,hsa-miR-302b-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000714,5757,0.2476,,Microarray,
RC00004092,hsa-miR-302c-3p,miRNA,Homo sapiens,Sunitinib,compound,,MIMAT0000717,5329102,0.2288,,Microarray,
RC00004101,hsa-miR-302d-3p,miRNA,Homo sapiens,Activin A,compound,,MIMAT0000718,229455,0.2228,,Microarray,
RC00004095,hsa-miR-302d-3p,miRNA,Homo sapiens,Emodin,compound,,MIMAT0000718,3220,0.2118,,Microarray,
RC00004097,hsa-miR-302d-3p,miRNA,Homo sapiens,Ursodeoxycholic acid (UDCA),compound,,MIMAT0000718,31401,0.2305,,Microarray,
RC00000890,hsa-miR-30a-5p,miRNA,Homo sapiens,Ginsenoside Rh2,compound,,MIMAT0000087,119307,0.2233,,Microarray,
RC00000898,hsa-miR-30a-5p,miRNA,Homo sapiens,Leucovorin,compound,,MIMAT0000087,135403648,0.2244,,Microarray,
RC00000897,hsa-miR-30a-5p,miRNA,Homo sapiens,Oxaliplatine,compound,,MIMAT0000087,6857599,0.2244,,Microarray,
RC00000896,hsa-miR-30a-5p,miRNA,Homo sapiens,Sunitinib,compound,,MIMAT0000087,5329102,0.2288,,Microarray,
RC00002537,hsa-miR-30b-5p,miRNA,Homo sapiens,Bicalutamide,compound,,MIMAT0000420,2375,0.3024,,Microarray,
RC00002554,hsa-miR-30b-5p,miRNA,Homo sapiens,Decitabine,compound,,MIMAT0000420,451668,0.2384,,Microarray,
RC00002543,hsa-miR-30b-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000420,5757,0.2476,,Microarray,
RC00002557,hsa-miR-30b-5p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000420,24180719,0.3638,,smRNA-seq,
RC00002545,hsa-miR-30b-5p,miRNA,Homo sapiens,Progesterone,compound,,MIMAT0000420,5994,0.3086,,Microarray,
RC00002553,hsa-miR-30b-5p,miRNA,Homo sapiens,Trichostatin A,compound,,MIMAT0000420,444732,0.2384,,Microarray,
RC00007035,hsa-miR-30c-1-3p,miRNA,Homo sapiens,Progesterone,compound,,MIMAT0004674,5994,0.3086,,Microarray,
RC00007034,hsa-miR-30c-1-3p,miRNA,Homo sapiens,Vorinostat,compound,,MIMAT0004674,5311,0.2161,,Microarray,
RC00006869,hsa-miR-30c-2-3p,miRNA,Homo sapiens,5-Fluorouracil,compound,,MIMAT0004550,3385,0.1999,,Microarray,
RC00001598,hsa-miR-30c-5p,miRNA,Homo sapiens,Estradiol,compound,,MIMAT0000244,5757,0.2476,,Microarray,
RC00001608,hsa-miR-30c-5p,miRNA,Homo sapiens,Morphine,compound,,MIMAT0000244,5288826,0.2259,,Microarray,
RC00001614,hsa-miR-30d-5p,miRNA,Homo sapiens,Bicalutamide,compound,,MIMAT0000245,2375,0.3024,,Microarray,
RC00001627,hsa-miR-30d-5p,miRNA,Homo sapiens,PLX4720,compound,,MIMAT0000245,24180719,0.3638,,smRNA-seq,
RC00001626,hsa-miR-30d-5p,miRNA,Homo sapiens,Sunitinib,compound,,MIMAT0000245,5329102,0.2288,,Microarray,
